CTLA4|Naive_CD4+_T_cells
LTB|Naive_CD4+_T_cells
SELL|Naive_CD4+_T_cells
CD44|Naive_CD4+_T_cells
CD62L|Naive_CD4+_T_cells
PTPRC|Naive_CD4+_T_cells
GZMB|Naive_CD4+_T_cells
CD30|Memory_CD8+_T_cells
THY1|Memory_CD8+_T_cells
CD45RA|Memory_CD8+_T_cells
CD3Z|Memory_CD8+_T_cells
CCR7|Memory_CD8+_T_cells
FOXP3|Memory_CD8+_T_cells
TRBC2|Memory_CD8+_T_cells
TRAC|Memory_CD8+_T_cells
IL2RA|Memory_CD8+_T_cells
CD8|Memory_CD8+_T_cells
LCK|Memory_CD8+_T_cells
CD8A|Memory_CD8+_T_cells
CD8B|Memory_CD8+_T_cells
CD3G|Memory_CD8+_T_cells
CD6|Memory_CD8+_T_cells
SHISA5|Memory_CD8+_T_cells
DAPL1|Memory_CD8+_T_cells
CD11B|Memory_CD8+_T_cells
CD45|Memory_CD8+_T_cells
GNLY|Memory_CD8+_T_cells
CD52|Memory_CD8+_T_cells
CD45RO|Memory_CD8+_T_cells
S100A4|Memory_CD8+_T_cells
CD2|Memory_CD8+_T_cells
CD3E|Memory_CD8+_T_cells
CD3D|Memory_CD8+_T_cells
CD25|Memory_CD8+_T_cells
CD27|Memory_CD8+_T_cells
CD127|Memory_CD8+_T_cells
CCR6|Memory_CD8+_T_cells
CTLA4|Memory_CD8+_T_cells
LTB|Memory_CD8+_T_cells
SELL|Memory_CD8+_T_cells
CD62L|Memory_CD8+_T_cells
GZMB|Memory_CD8+_T_cells
CD30|Memory_CD4+_T_cells
THY1|Memory_CD4+_T_cells
CD45RA|Memory_CD4+_T_cells
CD3Z|Memory_CD4+_T_cells
CCR7|Memory_CD4+_T_cells
FOXP3|Memory_CD4+_T_cells
TRBC2|Memory_CD4+_T_cells
TRAC|Memory_CD4+_T_cells
IL2RA|Memory_CD4+_T_cells
LCK|Memory_CD4+_T_cells
CD4|Memory_CD4+_T_cells
CD3G|Memory_CD4+_T_cells
CD6|Memory_CD4+_T_cells
SHISA5|Memory_CD4+_T_cells
DAPL1|Memory_CD4+_T_cells
CD11B|Memory_CD4+_T_cells
CD45|Memory_CD4+_T_cells
CD52|Memory_CD4+_T_cells
CD45RO|Memory_CD4+_T_cells
S100A4|Memory_CD4+_T_cells
CD2|Memory_CD4+_T_cells
CD3D|Memory_CD4+_T_cells
CD3E|Memory_CD4+_T_cells
CD25|Memory_CD4+_T_cells
CD27|Memory_CD4+_T_cells
CD127|Memory_CD4+_T_cells
CCR6|Memory_CD4+_T_cells
CTLA4|Memory_CD4+_T_cells
LTB|Memory_CD4+_T_cells
SELL|Memory_CD4+_T_cells
CD62L|Memory_CD4+_T_cells
GZMB|Memory_CD4+_T_cells
CD30|Effector_CD8+_T_cells
THY1|Effector_CD8+_T_cells
CD45RA|Effector_CD8+_T_cells
CD3Z|Effector_CD8+_T_cells
CCR7|Effector_CD8+_T_cells
FOXP3|Effector_CD8+_T_cells
TRBC2|Effector_CD8+_T_cells
TRAC|Effector_CD8+_T_cells
IL2RA|Effector_CD8+_T_cells
CD8|Effector_CD8+_T_cells
LCK|Effector_CD8+_T_cells
CD8A|Effector_CD8+_T_cells
CD8B|Effector_CD8+_T_cells
CD3G|Effector_CD8+_T_cells
CD6|Effector_CD8+_T_cells
SHISA5|Effector_CD8+_T_cells
DAPL1|Effector_CD8+_T_cells
CD11B|Effector_CD8+_T_cells
CD45|Effector_CD8+_T_cells
GNLY|Effector_CD8+_T_cells
CD52|Effector_CD8+_T_cells
CD2|Effector_CD8+_T_cells
CD3E|Effector_CD8+_T_cells
CD3D|Effector_CD8+_T_cells
CD25|Effector_CD8+_T_cells
CD27|Effector_CD8+_T_cells
CD127|Effector_CD8+_T_cells
CCR6|Effector_CD8+_T_cells
CTLA4|Effector_CD8+_T_cells
LTB|Effector_CD8+_T_cells
SELL|Effector_CD8+_T_cells
CD62L|Effector_CD8+_T_cells
PTPRC|Effector_CD8+_T_cells
GZMB|Effector_CD8+_T_cells
CD30|Effector_CD4+_T_cells
THY1|Effector_CD4+_T_cells
CD45RA|Effector_CD4+_T_cells
CD3Z|Effector_CD4+_T_cells
CCR7|Effector_CD4+_T_cells
FOXP3|Effector_CD4+_T_cells
TRBC2|Effector_CD4+_T_cells
TRAC|Effector_CD4+_T_cells
IL2RA|Effector_CD4+_T_cells
LCK|Effector_CD4+_T_cells
CD4|Effector_CD4+_T_cells
CD3G|Effector_CD4+_T_cells
CD6|Effector_CD4+_T_cells
SHISA5|Effector_CD4+_T_cells
DAPL1|Effector_CD4+_T_cells
CD11B|Effector_CD4+_T_cells
CD45|Effector_CD4+_T_cells
CD52|Effector_CD4+_T_cells
CD2|Effector_CD4+_T_cells
CD3D|Effector_CD4+_T_cells
CD3E|Effector_CD4+_T_cells
CD25|Effector_CD4+_T_cells
CD27|Effector_CD4+_T_cells
CD127|Effector_CD4+_T_cells
CCR6|Effector_CD4+_T_cells
CTLA4|Effector_CD4+_T_cells
LTB|Effector_CD4+_T_cells
SELL|Effector_CD4+_T_cells
CD62L|Effector_CD4+_T_cells
PTPRC|Effector_CD4+_T_cells
GZMB|Effector_CD4+_T_cells
CD30|γδ-T_cells
THY1|γδ-T_cells
CD45RA|γδ-T_cells
TRGC1|γδ-T_cells
CD3Z|γδ-T_cells
CCR7|γδ-T_cells
FOXP3|γδ-T_cells
TRBC2|γδ-T_cells
TRAC|γδ-T_cells
IL2RA|γδ-T_cells
LCK|γδ-T_cells
TRDV2|γδ-T_cells
CD3G|γδ-T_cells
CD6|γδ-T_cells
SHISA5|γδ-T_cells
DAPL1|γδ-T_cells
CD11B|γδ-T_cells
CD45|γδ-T_cells
CD52|γδ-T_cells
CD2|γδ-T_cells
CD3E|γδ-T_cells
CD3D|γδ-T_cells
CD25|γδ-T_cells
CD27|γδ-T_cells
CD127|γδ-T_cells
CCR6|γδ-T_cells
CTLA4|γδ-T_cells
TRGV9|γδ-T_cells
LTB|γδ-T_cells
SELL|γδ-T_cells
CD62L|γδ-T_cells
PTPRC|γδ-T_cells
GZMB|γδ-T_cells
CD31|Platelets
PPBP|Platelets
GNG11|Platelets
CD42B|Platelets
CD110|Platelets
CD41|Platelets
CLU|Platelets
PF4|Platelets
CD61|Platelets
SDPR|Platelets
COX6A2|CD8+_NKT-like_cells
CD56|CD8+_NKT-like_cells
NKP46|CD8+_NKT-like_cells
CD314|CD8+_NKT-like_cells
CD3Z|CD8+_NKT-like_cells
NKG2D|CD8+_NKT-like_cells
CD8|CD8+_NKT-like_cells
NKG7|CD8+_NKT-like_cells
CD161|CD8+_NKT-like_cells
CD16|CD8+_NKT-like_cells
GZMA|CD8+_NKT-like_cells
CD3G|CD8+_NKT-like_cells
GZMM|CD8+_NKT-like_cells
ZMAT4|CD8+_NKT-like_cells
CD11B|CD8+_NKT-like_cells
GNLY|CD8+_NKT-like_cells
CD122|CD8+_NKT-like_cells
CD2|CD8+_NKT-like_cells
KIR2DL4|CD8+_NKT-like_cells
CD3D|CD8+_NKT-like_cells
CD3E|CD8+_NKT-like_cells
CD69|CD8+_NKT-like_cells
GZMB|CD8+_NKT-like_cells
CD94|CD8+_NKT-like_cells
COX6A2|CD4+_NKT-like_cells
CD56|CD4+_NKT-like_cells
NKP46|CD4+_NKT-like_cells
CD314|CD4+_NKT-like_cells
CD3Z|CD4+_NKT-like_cells
NKG2D|CD4+_NKT-like_cells
NKG7|CD4+_NKT-like_cells
CD161|CD4+_NKT-like_cells
CD16|CD4+_NKT-like_cells
GZMA|CD4+_NKT-like_cells
CD4|CD4+_NKT-like_cells
CD3G|CD4+_NKT-like_cells
GZMM|CD4+_NKT-like_cells
ZMAT4|CD4+_NKT-like_cells
CD11B|CD4+_NKT-like_cells
CD122|CD4+_NKT-like_cells
CD2|CD4+_NKT-like_cells
KIR2DL4|CD4+_NKT-like_cells
CD3D|CD4+_NKT-like_cells
CD3E|CD4+_NKT-like_cells
CD69|CD4+_NKT-like_cells
GZMB|CD4+_NKT-like_cells
CD94|CD4+_NKT-like_cells
COX6A2|Natural_killer__cells
CD56|Natural_killer__cells
NKP46|Natural_killer__cells
CD314|Natural_killer__cells
FCGR3A|Natural_killer__cells
CD3Z|Natural_killer__cells
NKG2D|Natural_killer__cells
CD8|Natural_killer__cells
NKG7|Natural_killer__cells
CD161|Natural_killer__cells
CD16|Natural_killer__cells
GZMA|Natural_killer__cells
CD4|Natural_killer__cells
CD3G|Natural_killer__cells
GZMM|Natural_killer__cells
ZMAT4|Natural_killer__cells
CD11B|Natural_killer__cells
GNLY|Natural_killer__cells
CD122|Natural_killer__cells
CD2|Natural_killer__cells
KIR2DL4|Natural_killer__cells
CD3D|Natural_killer__cells
CD3E|Natural_killer__cells
CD69|Natural_killer__cells
GZMB|Natural_killer__cells
CD94|Natural_killer__cells
CD125|Eosinophils
FOXI1|Eosinophils
ALOX15|Eosinophils
SIGLEC8|Eosinophils
CD193|Eosinophils
SEMG1|Eosinophils
CD15|Eosinophils
CD123|Eosinophils
CEBPE|Eosinophils
CCL23|Eosinophils
CD11B|Eosinophils
GATA1|Eosinophils
PRSS33|Eosinophils
THBS4|Eosinophils
PRSS41|Eosinophils
CLC|Eosinophils
PI3|Neutrophils
CXCL1|Neutrophils
MMP9|Neutrophils
CXCR2|Neutrophils
TGM3|Neutrophils
GCA|Neutrophils
CXCL8|Neutrophils
CHIL3|Neutrophils
NGP|Neutrophils
C4BPA|Neutrophils
CAMP|Neutrophils
CD66B|Neutrophils
CD16|Neutrophils
ANXA3|Neutrophils
LYZ|Neutrophils
MPO|Neutrophils
CD11B|Neutrophils
FCGR3B|Neutrophils
AZU1|Neutrophils
BPI|Neutrophils
ELANE|Neutrophils
BTNL3|Neutrophils
MNDA|Neutrophils
S100A9|Neutrophils
PRTN3|Neutrophils
CD24|Neutrophils
LTF|Neutrophils
CD15|Neutrophils
S100A8|Neutrophils
CHI3L1|Neutrophils
TCN1|Basophils
HDC|Basophils
CD63|Basophils
GATA2|Basophils
CD123|Basophils
MS4A2|Basophils
CPA3|Basophils
IL4|Basophils
GCSAML|Basophils
TPSAB1|Basophils
MS4A3|Basophils
CD203C|Basophils
CLC|Basophils
CD32|Mast_cells
CD25|Mast_cells
KIT|Mast_cells
TPSD1|Mast_cells
CD117|Mast_cells
CD33|Mast_cells
HPGDS|Mast_cells
FCER1A|Mast_cells
SLC18A2|Mast_cells
CD203C|Mast_cells
CD56|Classical_Monocytes
CD33|Classical_Monocytes
CXCL8|Classical_Monocytes
CD3Z|Classical_Monocytes
VCAN|Classical_Monocytes
CD66B|Classical_Monocytes
CD16|Classical_Monocytes
CD3G|Classical_Monocytes
LYZ|Classical_Monocytes
CD14|Classical_Monocytes
CD123|Classical_Monocytes
S100A12|Classical_Monocytes
HLA-DR|Classical_Monocytes
CD11B|Classical_Monocytes
CD68|Classical_Monocytes
CD11C|Classical_Monocytes
S100A9|Classical_Monocytes
CD3D|Classical_Monocytes
CD3E|Classical_Monocytes
CD15|Classical_Monocytes
S100A8|Classical_Monocytes
CST3|Classical_Monocytes
ELANE1|Classical_Monocytes
CD56|Non-classical_monocytes
CD33|Non-classical_monocytes
FCGR3A|Non-classical_monocytes
RHOC|Non-classical_monocytes
CD3Z|Non-classical_monocytes
CD66B|Non-classical_monocytes
CD16|Non-classical_monocytes
CD3G|Non-classical_monocytes
CD14|Non-classical_monocytes
CD123|Non-classical_monocytes
HLA-DR|Non-classical_monocytes
CD11B|Non-classical_monocytes
CD68|Non-classical_monocytes
CD11C|Non-classical_monocytes
MS4A7|Non-classical_monocytes
S100A9|Non-classical_monocytes
LST1|Non-classical_monocytes
CD3D|Non-classical_monocytes
CD3E|Non-classical_monocytes
FCER1G|Non-classical_monocytes
CD15|Non-classical_monocytes
S100A8|Non-classical_monocytes
C1QC|Non-classical_monocytes
CDKN1C|Non-classical_monocytes
CST3|Non-classical_monocytes
ELANE1|Non-classical_monocytes
CD56|Intermediate_monocytes
CD33|Intermediate_monocytes
CD3Z|Intermediate_monocytes
CD66B|Intermediate_monocytes
CD16|Intermediate_monocytes
CD3G|Intermediate_monocytes
CD14|Intermediate_monocytes
CD123|Intermediate_monocytes
HLA-DR|Intermediate_monocytes
CD11B|Intermediate_monocytes
CD68|Intermediate_monocytes
CD11C|Intermediate_monocytes
S100A9|Intermediate_monocytes
CD3D|Intermediate_monocytes
CD3E|Intermediate_monocytes
IL1B|Intermediate_monocytes
CD15|Intermediate_monocytes
S100A8|Intermediate_monocytes
C1QC|Intermediate_monocytes
CST3|Intermediate_monocytes
ELANE1|Intermediate_monocytes
GCA|Macrophages
CD56|Macrophages
CD115|Macrophages
CD86|Macrophages
CD206|Macrophages
CD163|Macrophages
CCL18|Macrophages
MSR1|Macrophages
PF4|Macrophages
CD16|Macrophages
CD32|Macrophages
CD80|Macrophages
CD14|Macrophages
HLA-DR|Macrophages
CD11B|Macrophages
MRC1|Macrophages
CD68|Macrophages
CD11C|Macrophages
CD64|Macrophages
CD41A|Megakaryocyte
CD42B|Megakaryocyte
CD110|Megakaryocyte
CD41|Megakaryocyte
CD61|Megakaryocyte
CD42A|Megakaryocyte
CXCR4|Megakaryocyte
FLT4|Endothelial
ICAM1|Endothelial
CDH5|Endothelial
ENG|Endothelial
SELE|Endothelial
PECAM1|Endothelial
TEK|Endothelial
PDPN|Endothelial
FLT1|Endothelial
VWF|Endothelial
KDR|Endothelial
PROM1|Endothelial
VCAM1|Endothelial
CD34|Endothelial
MCAM|Endothelial
PTPRC|Endothelial
CD235A|Erythroid-like_and_erythroid_precursor_cells
RUVBL1|Erythroid-like_and_erythroid_precursor_cells
HBB|Erythroid-like_and_erythroid_precursor_cells
FOLR1|Erythroid-like_and_erythroid_precursor_cells
CA1|Erythroid-like_and_erythroid_precursor_cells
HBD|Erythroid-like_and_erythroid_precursor_cells
ITGA4|Erythroid-like_and_erythroid_precursor_cells
PTPRC|Erythroid-like_and_erythroid_precursor_cells
TFRC|Erythroid-like_and_erythroid_precursor_cells
CD36|Erythroid-like_and_erythroid_precursor_cells
GYPA|Erythroid-like_and_erythroid_precursor_cells
CRHBP|HSC/MPP_cells
CD49|HSC/MPP_cells
OCT4|HSC/MPP_cells
CD150|HSC/MPP_cells
CD45RA|HSC/MPP_cells
SCA-1|HSC/MPP_cells
CD90|HSC/MPP_cells
CXCL8|HSC/MPP_cells
CD166|HSC/MPP_cells
ASPM|HSC/MPP_cells
ALDH1A1|HSC/MPP_cells
PTPRC|HSC/MPP_cells
CD31|HSC/MPP_cells
CD49F|HSC/MPP_cells
CD271|HSC/MPP_cells
NESTIN|HSC/MPP_cells
NANOG|HSC/MPP_cells
CD73|HSC/MPP_cells
SOX2|HSC/MPP_cells
AVP|HSC/MPP_cells
KERATIN-7|HSC/MPP_cells
CD14|HSC/MPP_cells
CD146|HSC/MPP_cells
CD123|HSC/MPP_cells
HLA-DR|HSC/MPP_cells
CD45|HSC/MPP_cells
KDR|HSC/MPP_cells
CD10|HSC/MPP_cells
CD38|HSC/MPP_cells
KERATIN-19|HSC/MPP_cells
CD24|HSC/MPP_cells
CD135|HSC/MPP_cells
CD133|HSC/MPP_cells
CD117|HSC/MPP_cells
EPCAM|HSC/MPP_cells
CD44|HSC/MPP_cells
STRO-1|HSC/MPP_cells
CD69|HSC/MPP_cells
CD34|HSC/MPP_cells
CD105|HSC/MPP_cells
CD29|HSC/MPP_cells
ABCG2|HSC/MPP_cells
CRHBP|Progenitor_cells
OCT4|Progenitor_cells
CD166|Progenitor_cells
ALDH1A1|Progenitor_cells
PTPRC|Progenitor_cells
CD31|Progenitor_cells
NESTIN|Progenitor_cells
NANOG|Progenitor_cells
CD73|Progenitor_cells
SOX2|Progenitor_cells
AVP|Progenitor_cells
CD146|Progenitor_cells
CD45|Progenitor_cells
KDR|Progenitor_cells
CD38|Progenitor_cells
CD135|Progenitor_cells
CD133|Progenitor_cells
CD117|Progenitor_cells
STMN1|Progenitor_cells
CD44|Progenitor_cells
STRO-1|Progenitor_cells
CD34|Progenitor_cells
CD105|Progenitor_cells
CD29|Progenitor_cells
MRC|Myeloid_Dendritic_cells
ARSE|Myeloid_Dendritic_cells
CLEC10A|Myeloid_Dendritic_cells
IL3RA|Myeloid_Dendritic_cells
CD86|Myeloid_Dendritic_cells
PRB2|Myeloid_Dendritic_cells
CLEC4C|Myeloid_Dendritic_cells
CLEC141|Myeloid_Dendritic_cells
HLA-DPA1|Myeloid_Dendritic_cells
HLA-DPB1|Myeloid_Dendritic_cells
CRIP3|Myeloid_Dendritic_cells
CD80|Myeloid_Dendritic_cells
HLA-DQA1|Myeloid_Dendritic_cells
CD207|Myeloid_Dendritic_cells
ITGAX|Myeloid_Dendritic_cells
HLA-DR|Myeloid_Dendritic_cells
CD11C|Myeloid_Dendritic_cells
GPR31|Myeloid_Dendritic_cells
CD1A|Myeloid_Dendritic_cells
CD40|Myeloid_Dendritic_cells
CD83|Myeloid_Dendritic_cells
ODF3L1|Myeloid_Dendritic_cells
NRP1|Myeloid_Dendritic_cells
CD1C|Myeloid_Dendritic_cells
EBLN1|Myeloid_Dendritic_cells
CST3|Myeloid_Dendritic_cells
KRT5|Plasmacytoid_Dendritic_cells
EPHA2|Plasmacytoid_Dendritic_cells
CLEC10A|Plasmacytoid_Dendritic_cells
IL3RA|Plasmacytoid_Dendritic_cells
CD86|Plasmacytoid_Dendritic_cells
SCT|Plasmacytoid_Dendritic_cells
CLEC4C|Plasmacytoid_Dendritic_cells
TPM2|Plasmacytoid_Dendritic_cells
HLA-DPA1|Plasmacytoid_Dendritic_cells
HLA-DPB1|Plasmacytoid_Dendritic_cells
CD80|Plasmacytoid_Dendritic_cells
SHD|Plasmacytoid_Dendritic_cells
HLA-DQA1|Plasmacytoid_Dendritic_cells
KCNA5|Plasmacytoid_Dendritic_cells
LRRC26|Plasmacytoid_Dendritic_cells
ITGAX|Plasmacytoid_Dendritic_cells
HLA-DR|Plasmacytoid_Dendritic_cells
CD11C|Plasmacytoid_Dendritic_cells
NTM|Plasmacytoid_Dendritic_cells
CD1A|Plasmacytoid_Dendritic_cells
ASIP|Plasmacytoid_Dendritic_cells
CD40|Plasmacytoid_Dendritic_cells
CD83|Plasmacytoid_Dendritic_cells
GPM6B|Plasmacytoid_Dendritic_cells
MYMX|Plasmacytoid_Dendritic_cells
NRP1|Plasmacytoid_Dendritic_cells
CD1C|Plasmacytoid_Dendritic_cells
CST3|Plasmacytoid_Dendritic_cells
SCARA5|Plasmacytoid_Dendritic_cells
SIGLEC8|Granulocytes
CD43|Granulocytes
CD33|Granulocytes
CXCL8|Granulocytes
CCR3|Granulocytes
CD193|Granulocytes
CD66B|Granulocytes
CD16|Granulocytes
CD203C|Granulocytes
CD32|Granulocytes
CD69|Granulocytes
CD116|Granulocytes
CD125|Granulocytes
LYZ|Granulocytes
CD14|Granulocytes
CD63|Granulocytes
CD123|Granulocytes
MPO|Granulocytes
HLA-DR|Granulocytes
CD11B|Granulocytes
CD45|Granulocytes
FCGR3B|Granulocytes
CD11C|Granulocytes
AZU1|Granulocytes
MNDA|Granulocytes
CTSG|Granulocytes
CD13|Granulocytes
CD25|Granulocytes
CD24|Granulocytes
CD117|Granulocytes
CD15|Granulocytes
CD44|Granulocytes
CD9|Granulocytes
FC-EPSILON RI-ALPHA|Granulocytes
RSAD2|ISG_expressing_immune_cells
CCL4|ISG_expressing_immune_cells
IFIT2|ISG_expressing_immune_cells
IFIT5|ISG_expressing_immune_cells
CCL3L3|ISG_expressing_immune_cells
OASL|ISG_expressing_immune_cells
CXCL10|ISG_expressing_immune_cells
ISG20|ISG_expressing_immune_cells
IFIT3|ISG_expressing_immune_cells
IFIT1|ISG_expressing_immune_cells
ISG15|ISG_expressing_immune_cells
CCL3|ISG_expressing_immune_cells
IFI15|ISG_expressing_immune_cells
FOLH1|Cancer_cells
KRT18|Cancer_cells
EPCAM|Cancer_cells
ERBB2|Cancer_cells
CD44|Cancer_cells
PROM1|Cancer_cells
ALDOB|Acinar_cells
LGALS2|Acinar_cells
CLPS|Acinar_cells
CTRC|Acinar_cells
CTRB2|Acinar_cells
PNLIPRP1|Acinar_cells
RBPJL|Acinar_cells
PLA2G1B|Acinar_cells
CELA3A|Acinar_cells
MUC1|Acinar_cells
CEL|Acinar_cells
CPA2|Acinar_cells
SPINK1|Acinar_cells
PNLIP|Acinar_cells
GDF15|Acinar_cells
GSTA2|Acinar_cells
CFB|Acinar_cells
OLFM4|Acinar_cells
ANGPTL4|Acinar_cells
RNASE1|Acinar_cells
SYCN|Acinar_cells
PDZK1IP1|Acinar_cells
RARRES2|Acinar_cells
PRSS1|Acinar_cells
CELA3B|Acinar_cells
C15ORF48|Acinar_cells
CPB1|Acinar_cells
CXCL17|Acinar_cells
CELA2A|Acinar_cells
LYZ|Acinar_cells
CELA1|Acinar_cells
REG1B|Acinar_cells
AMY2B|Acinar_cells
ANPEP|Acinar_cells
AKR1C3|Acinar_cells
PRSS2|Acinar_cells
GSTA1|Acinar_cells
ZG16|Acinar_cells
REG3A|Acinar_cells
PRSS3|Acinar_cells
REG1A|Acinar_cells
CTRB1|Acinar_cells
CPA1|Acinar_cells
KLK1|Acinar_cells
PTF1A|Acinar_cells
MAFB|Alpha_cells
PYY|Alpha_cells
SMARCA1|Alpha_cells
F10|Alpha_cells
LDB2|Alpha_cells
KCNK16|Alpha_cells
TTR|Alpha_cells
POU3F4|Alpha_cells
NKX2-2|Alpha_cells
RESP18|Alpha_cells
PRRG2|Alpha_cells
FAP|Alpha_cells
IRX1|Alpha_cells
ALDH1A1|Alpha_cells
SLC30A8|Alpha_cells
NKX6-1|Alpha_cells
SMIM24|Alpha_cells
FEV|Alpha_cells
DPP4|Alpha_cells
PCSK1|Alpha_cells
SCGB2A1|Alpha_cells
SLC38A5|Alpha_cells
TM4SF4|Alpha_cells
RFX6|Alpha_cells
PAX6|Alpha_cells
NEUROD1|Alpha_cells
GC|Alpha_cells
CRYBA2|Alpha_cells
KLHL41|Alpha_cells
SH3GL2|Alpha_cells
SCGN|Alpha_cells
PLCE1|Alpha_cells
PGR|Alpha_cells
PEMT|Alpha_cells
GCG|Alpha_cells
PTGER3|Alpha_cells
